Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount,Product_Name,Category,Sub_Category,List_Price,Unit_Cost,Sales,Profit,Profit_Margin,Segment,City,State
O50664,2025-05-18,C1130,P2073,4.0,0.05,Tables Product 74,Furniture,Tables,74076.28,51453.16,281489.86,75677.22,0.2688,Consumer,Coimbatore,Telangana
O50665,2025-02-19,C1236,P2061,5.0,0.05,Storage Product 62,Furniture,Storage,41881.88,27770.86,198938.93,60084.63,0.302,Consumer,Salem,Maharashtra
O50666,2025-09-16,C1245,P2005,3.0,0.05,Tables Product 6,Furniture,Tables,18627.38,11555.02,53088.03,18422.97,0.347,Home Office,Delhi,Delhi
O50667,2025-04-17,C1225,P2016,2.0,0.2,Laptops Product 17,Technology,Laptops,60637.62,52413.59,97020.19,-7806.99,-0.0805,Consumer,Kochi,Kerala
O50668,2025-04-23,C1207,P2050,2.0,0.15,Phones Product 51,Technology,Phones,26671.88,18619.55,45342.2,8103.1,0.1787,Corporate,Salem,Karnataka
O50669,2025-12-16,C1405,P2037,3.0,0.0,Paper Product 38,Office Supplies,Paper,27871.02,18741.67,83613.06,27388.05,0.3276,Home Office,Chennai,Telangana
O50670,2025-09-11,C1095,P2023,2.0,0.1,Binders Product 24,Office Supplies,Binders,13648.36,7977.57,24567.05,8611.91,0.3505,Consumer,Bengaluru,Telangana
O50671,2025-04-28,C1421,P2050,3.0,0.1,Phones Product 51,Technology,Phones,26671.88,18619.55,72014.08,16155.43,0.2243,Corporate,Hyderabad,Karnataka
O50672,2025-07-17,C1199,P2009,1.0,0.05,Storage Product 10,Furniture,Storage,50209.76,29789.99,47699.27,17909.28,0.3755,Corporate,Delhi,Tamil Nadu
O50673,2025-12-03,C1246,P2071,4.0,0.15,Paper Product 72,Office Supplies,Paper,79468.95,63440.16,270194.43,16433.79,0.0608,Consumer,Salem,Karnataka
O50674,2025-12-31,C1071,P2020,4.0,0.15,Phones Product 21,Technology,Phones,42879.1,36071.45,145788.94,1503.14,0.0103,Consumer,Kochi,Karnataka
O50675,2025-02-20,C1317,P2069,5.0,0.15,Binders Product 70,Office Supplies,Binders,31690.99,24240.66,134686.71,13483.41,0.1001,Consumer,Chennai,Maharashtra
O50676,2025-09-02,C1184,P2056,2.0,0.15,Phones Product 57,Technology,Phones,10100.77,6325.84,17171.31,4519.63,0.2632,Consumer,Chennai,Tamil Nadu
O50677,2025-02-04,C1005,P2038,5.0,0.0,Binders Product 39,Office Supplies,Binders,69402.41,51424.61,347012.05,89889.0,0.259,Consumer,Hyderabad,Karnataka
O50678,2025-10-29,C1205,P2032,1.0,0.25,Stationery Product 33,Office Supplies,Stationery,3779.83,2280.57,2834.87,554.3,0.1955,Consumer,Coimbatore,Maharashtra
O50679,2025-03-10,C1031,P2058,4.0,0.2,Paper Product 59,Office Supplies,Paper,8533.72,6340.06,27307.9,1947.66,0.0713,Consumer,Mumbai,Telangana
O50680,2025-12-15,C1098,P2017,1.0,0.25,Stationery Product 18,Office Supplies,Stationery,38596.4,22564.5,28947.3,6382.8,0.2205,Consumer,Hyderabad,Telangana
O50681,2025-11-16,C1393,P2055,1.0,0.0,Binders Product 56,Office Supplies,Binders,16705.54,9805.04,16705.54,6900.5,0.4131,Corporate,Pune,Telangana
O50682,2025-02-18,C1386,P2056,2.0,0.25,Phones Product 57,Technology,Phones,10100.77,6325.84,15151.16,2499.48,0.165,Consumer,Pune,Maharashtra
O50683,2025-03-15,C1255,P2075,1.0,0.2,Binders Product 76,Office Supplies,Binders,43695.78,24115.72,34956.62,10840.9,0.3101,Consumer,Salem,Telangana
O50684,2025-07-11,C1186,P2047,4.0,0.2,Chairs Product 48,Furniture,Chairs,77562.16,49266.25,248198.91,51133.91,0.206,Corporate,Mumbai,Delhi
O50685,2025-09-18,C1075,P2041,5.0,0.0,Laptops Product 42,Technology,Laptops,17089.78,12912.68,85448.9,20885.5,0.2444,Corporate,Kochi,Maharashtra
O50686,2025-12-22,C1176,P2026,4.0,0.15,Binders Product 27,Office Supplies,Binders,50136.78,40537.07,170465.05,8316.77,0.0488,Corporate,Delhi,Kerala
O50687,2025-03-11,C1314,P2073,2.0,0.25,Tables Product 74,Furniture,Tables,74076.28,51453.16,111114.42,8208.1,0.0739,Corporate,Chennai,Delhi
O50688,2025-03-31,C1286,P2051,4.0,0.15,Chairs Product 52,Furniture,Chairs,34641.74,21896.2,117781.92,30197.12,0.2564,Consumer,Coimbatore,Tamil Nadu
O50689,2025-09-17,C1348,P2041,3.0,0.15,Laptops Product 42,Technology,Laptops,17089.78,12912.68,43578.94,4840.9,0.1111,Consumer,Kochi,Delhi
O50690,2025-05-06,C1254,P2031,5.0,0.25,Phones Product 32,Technology,Phones,27150.59,16564.55,101814.71,18991.96,0.1865,Consumer,Delhi,Karnataka
O50691,2025-08-19,C1324,P2025,3.0,0.1,Storage Product 26,Furniture,Storage,43441.32,34057.56,117291.56,15118.88,0.1289,Home Office,Madurai,Tamil Nadu
O50692,2025-10-22,C1189,P2024,3.0,0.15,Storage Product 25,Furniture,Storage,71728.84,53529.53,182908.54,22319.95,0.122,Consumer,Bengaluru,Tamil Nadu
O50693,2025-05-09,C1307,P2074,2.0,0.1,Paper Product 75,Office Supplies,Paper,63885.75,44320.26,114994.35,26353.83,0.2292,Consumer,Pune,Karnataka
O50694,2025-10-07,C1344,P2022,1.0,0.25,Accessories Product 23,Technology,Accessories,16308.47,12700.29,12231.35,-468.94,-0.0383,Consumer,Hyderabad,Delhi
O50695,2025-11-09,C1126,P2056,3.0,0.0,Phones Product 57,Technology,Phones,10100.77,6325.84,30302.31,11324.79,0.3737,Corporate,Bengaluru,Telangana
O50696,2025-04-10,C1424,P2051,4.0,0.1,Chairs Product 52,Furniture,Chairs,34641.74,21896.2,124710.26,37125.46,0.2977,Consumer,Salem,Karnataka
O50697,2025-11-22,C1286,P2030,1.0,0.15,Chairs Product 31,Furniture,Chairs,38498.53,28996.9,32723.75,3726.85,0.1139,Consumer,Coimbatore,Tamil Nadu
O50698,2025-10-24,C1253,P2063,4.0,0.2,Binders Product 64,Office Supplies,Binders,58712.04,35437.77,187878.53,46127.45,0.2455,Consumer,Chennai,Maharashtra
O50699,2025-07-01,C1212,P2070,4.0,0.15,Phones Product 71,Technology,Phones,79953.27,45246.36,271841.12,90855.68,0.3342,Corporate,Salem,Karnataka
O50700,2025-06-23,C1249,P2032,1.0,0.25,Stationery Product 33,Office Supplies,Stationery,3779.83,2280.57,2834.87,554.3,0.1955,Home Office,Hyderabad,Karnataka
O50701,2025-11-12,C1083,P2001,1.0,0.25,Tables Product 2,Furniture,Tables,61893.98,38740.54,46420.48,7679.94,0.1654,Consumer,Coimbatore,Delhi
O50702,2025-12-30,C1486,P2017,4.0,0.0,Stationery Product 18,Office Supplies,Stationery,38596.4,22564.5,154385.6,64127.6,0.4154,Consumer,Madurai,Maharashtra
O50703,2025-07-07,C1382,P2046,2.0,0.1,Chairs Product 47,Furniture,Chairs,53110.92,30880.61,95599.66,33838.44,0.354,Corporate,Hyderabad,Maharashtra
O50704,2025-02-26,C1405,P2032,5.0,0.0,Stationery Product 33,Office Supplies,Stationery,3779.83,2280.57,18899.15,7496.3,0.3966,Home Office,Chennai,Telangana
O50705,2025-01-31,C1387,P2034,5.0,0.1,Stationery Product 35,Office Supplies,Stationery,6797.66,4643.32,30589.47,7372.87,0.241,Consumer,Delhi,Maharashtra
O50706,2025-03-25,C1012,P2050,2.0,0.15,Phones Product 51,Technology,Phones,26671.88,18619.55,45342.2,8103.1,0.1787,Corporate,Coimbatore,Maharashtra
O50707,2025-06-01,C1044,P2017,1.0,0.25,Stationery Product 18,Office Supplies,Stationery,38596.4,22564.5,28947.3,6382.8,0.2205,Consumer,Kochi,Kerala
O50708,2025-02-05,C1126,P2071,4.0,0.2,Paper Product 72,Office Supplies,Paper,79468.95,63440.16,254300.64,540.0,0.0021,Corporate,Bengaluru,Telangana
O50709,2025-08-01,C1425,P2029,5.0,0.05,Phones Product 30,Technology,Phones,35257.0,27824.57,167470.75,28347.9,0.1693,Consumer,Coimbatore,Karnataka
O50710,2025-12-30,C1113,P2043,4.0,0.0,Tables Product 44,Furniture,Tables,14620.74,9187.52,58482.96,21732.88,0.3716,Corporate,Madurai,Karnataka
O50711,2025-04-16,C1432,P2052,2.0,0.15,Chairs Product 53,Furniture,Chairs,20426.46,13656.17,34724.98,7412.64,0.2135,Corporate,Pune,Delhi
O50712,2025-12-08,C1275,P2009,4.0,0.15,Storage Product 10,Furniture,Storage,50209.76,29789.99,170713.18,51553.22,0.302,Consumer,Mumbai,Delhi
O50713,2025-08-08,C1499,P2051,2.0,0.05,Chairs Product 52,Furniture,Chairs,34641.74,21896.2,65819.31,22026.91,0.3347,Home Office,Mumbai,Tamil Nadu
O50714,2025-06-12,C1204,P2048,1.0,0.25,Storage Product 49,Furniture,Storage,47196.49,35282.94,35397.37,114.43,0.0032,Corporate,Delhi,Karnataka
O50715,2025-08-08,C1336,P2010,2.0,0.25,Phones Product 11,Technology,Phones,49447.03,40193.38,74170.54,-6216.22,-0.0838,Home Office,Madurai,Karnataka
O50716,2025-09-27,C1437,P2065,2.0,0.1,Binders Product 66,Office Supplies,Binders,20647.93,15864.6,37166.27,5437.07,0.1463,Corporate,Kochi,Maharashtra
O50717,2025-04-30,C1419,P2057,5.0,0.25,Laptops Product 58,Technology,Laptops,10032.16,7014.74,37620.6,2546.9,0.0677,Corporate,Mumbai,Telangana
O50718,2025-12-02,C1480,P2035,4.0,0.1,Phones Product 36,Technology,Phones,2743.0,1741.9,9874.8,2907.2,0.2944,Corporate,Bengaluru,Kerala
O50719,2025-07-01,C1384,P2032,5.0,0.15,Stationery Product 33,Office Supplies,Stationery,3779.83,2280.57,16064.28,4661.43,0.2902,Corporate,Pune,Maharashtra
O50720,2025-04-16,C1398,P2046,3.0,0.1,Chairs Product 47,Furniture,Chairs,53110.92,30880.61,143399.48,50757.65,0.354,Corporate,Kochi,Maharashtra
O50721,2025-08-05,C1460,P2012,2.0,0.05,Laptops Product 13,Technology,Laptops,16281.82,11596.34,30935.46,7742.78,0.2503,Consumer,Pune,Kerala
O50722,2025-07-24,C1272,P2039,3.0,0.25,Chairs Product 40,Furniture,Chairs,31822.56,23868.26,71600.76,-4.02,-0.0001,Home Office,Kochi,Kerala
O50723,2025-03-11,C1407,P2067,5.0,0.1,Storage Product 68,Furniture,Storage,45777.6,25636.72,205999.2,77815.6,0.3777,Consumer,Madurai,Tamil Nadu
O50724,2025-02-13,C1057,P2041,4.0,0.15,Laptops Product 42,Technology,Laptops,17089.78,12912.68,58105.25,6454.53,0.1111,Consumer,Chennai,Telangana
O50725,2025-11-25,C1327,P2018,5.0,0.1,Laptops Product 19,Technology,Laptops,45801.09,25468.21,206104.9,78763.85,0.3822,Corporate,Salem,Telangana
O50726,2025-10-28,C1497,P2018,4.0,0.0,Laptops Product 19,Technology,Laptops,45801.09,25468.21,183204.36,81331.52,0.4439,Consumer,Pune,Maharashtra
O50727,2025-08-16,C1218,P2057,4.0,0.05,Laptops Product 58,Technology,Laptops,10032.16,7014.74,38122.21,10063.25,0.264,Corporate,Pune,Telangana
O50728,2025-07-03,C1108,P2022,1.0,0.1,Accessories Product 23,Technology,Accessories,16308.47,12700.29,14677.62,1977.33,0.1347,Consumer,Salem,Maharashtra
O50729,2025-04-17,C1278,P2053,2.0,0.15,Accessories Product 54,Technology,Accessories,58991.24,45367.54,100285.11,9550.03,0.0952,Corporate,Madurai,Maharashtra
O50730,2025-03-25,C1173,P2079,5.0,0.1,Tables Product 80,Furniture,Tables,60819.74,43495.05,273688.83,56213.58,0.2054,Consumer,Mumbai,Kerala
O50731,2025-12-04,C1327,P2064,4.0,0.15,Accessories Product 65,Technology,Accessories,53906.39,37542.43,183281.73,33112.01,0.1807,Corporate,Salem,Telangana
O50732,2025-09-07,C1263,P2011,5.0,0.15,Tables Product 12,Furniture,Tables,47986.68,36009.74,203943.39,23894.69,0.1172,Consumer,Delhi,Delhi
O50733,2025-12-29,C1314,P2023,5.0,0.15,Binders Product 24,Office Supplies,Binders,13648.36,7977.57,58005.53,18117.68,0.3123,Corporate,Chennai,Delhi
O50734,2025-01-21,C1473,P2033,4.0,0.1,Accessories Product 34,Technology,Accessories,18507.84,16264.51,66628.22,1570.18,0.0236,Home Office,Salem,Karnataka
O50735,2025-07-15,C1110,P2052,3.0,0.25,Chairs Product 53,Furniture,Chairs,20426.46,13656.17,45959.54,4991.03,0.1086,Consumer,Coimbatore,Delhi
O50736,2025-06-27,C1186,P2007,2.0,0.1,Storage Product 8,Furniture,Storage,77465.02,47348.43,139437.04,44740.18,0.3209,Corporate,Mumbai,Delhi
O50737,2025-01-07,C1268,P2017,2.0,0.1,Stationery Product 18,Office Supplies,Stationery,38596.4,22564.5,69473.52,24344.52,0.3504,Consumer,Pune,Tamil Nadu
O50738,2025-03-11,C1422,P2056,1.0,0.05,Phones Product 57,Technology,Phones,10100.77,6325.84,9595.73,3269.89,0.3408,Consumer,Mumbai,Tamil Nadu
O50739,2025-05-07,C1228,P2004,1.0,0.1,Stationery Product 5,Office Supplies,Stationery,22154.95,19379.22,19939.46,560.24,0.0281,Home Office,Salem,Karnataka
O50740,2025-06-09,C1496,P2025,1.0,0.0,Storage Product 26,Furniture,Storage,43441.32,34057.56,43441.32,9383.76,0.216,Corporate,Madurai,Karnataka
O50741,2025-09-05,C1155,P2029,2.0,0.15,Phones Product 30,Technology,Phones,35257.0,27824.57,59936.9,4287.76,0.0715,Consumer,Hyderabad,Tamil Nadu
O50742,2025-07-22,C1472,P2053,3.0,0.05,Accessories Product 54,Technology,Accessories,58991.24,45367.54,168125.03,32022.41,0.1905,Consumer,Coimbatore,Delhi
O50743,2025-05-28,C1188,P2012,2.0,0.1,Laptops Product 13,Technology,Laptops,16281.82,11596.34,29307.28,6114.6,0.2086,Consumer,Delhi,Maharashtra
O50744,2025-05-23,C1271,P2028,2.0,0.2,Tables Product 29,Furniture,Tables,62771.45,44486.02,100434.32,11462.28,0.1141,Corporate,Chennai,Tamil Nadu
O50745,2025-07-18,C1374,P2002,2.0,0.1,Accessories Product 3,Technology,Accessories,76083.83,45638.81,136950.89,45673.27,0.3335,Consumer,Delhi,Karnataka
O50746,2025-06-03,C1001,P2057,2.0,0.05,Laptops Product 58,Technology,Laptops,10032.16,7014.74,19061.1,5031.62,0.264,Home Office,Chennai,Telangana
O50747,2025-05-22,C1245,P2075,3.0,0.05,Binders Product 76,Office Supplies,Binders,43695.78,24115.72,124532.97,52185.81,0.4191,Home Office,Delhi,Delhi
O50748,2025-11-09,C1209,P2001,1.0,0.2,Tables Product 2,Furniture,Tables,61893.98,38740.54,49515.18,10774.64,0.2176,Consumer,Mumbai,Maharashtra
O50749,2025-06-14,C1400,P2074,5.0,0.05,Paper Product 75,Office Supplies,Paper,63885.75,44320.26,303457.31,81856.01,0.2697,Consumer,Delhi,Tamil Nadu
O50750,2025-11-10,C1285,P2027,1.0,0.1,Storage Product 28,Furniture,Storage,6685.15,5650.89,6016.64,365.75,0.0608,Consumer,Mumbai,Maharashtra
O50751,2025-01-21,C1358,P2076,1.0,0.1,Phones Product 77,Technology,Phones,31874.96,24846.67,28687.46,3840.79,0.1339,Home Office,Kochi,Tamil Nadu
O50752,2025-03-23,C1012,P2075,5.0,0.15,Binders Product 76,Office Supplies,Binders,43695.78,24115.72,185707.06,65128.46,0.3507,Corporate,Coimbatore,Maharashtra
O50753,2025-03-10,C1095,P2001,2.0,0.15,Tables Product 2,Furniture,Tables,61893.98,38740.54,105219.77,27738.69,0.2636,Consumer,Bengaluru,Telangana
O50754,2025-05-11,C1497,P2006,3.0,0.2,Laptops Product 7,Technology,Laptops,57279.45,42140.92,137470.68,11047.92,0.0804,Consumer,Pune,Maharashtra
O50755,2025-03-28,C1220,P2025,3.0,0.0,Storage Product 26,Furniture,Storage,43441.32,34057.56,130323.96,28151.28,0.216,Corporate,Mumbai,Telangana
O50756,2025-08-06,C1237,P2075,1.0,0.1,Binders Product 76,Office Supplies,Binders,43695.78,24115.72,39326.2,15210.48,0.3868,Consumer,Bengaluru,Delhi
O50757,2025-11-01,C1093,P2015,5.0,0.1,Tables Product 16,Furniture,Tables,38551.13,28836.5,173480.08,29297.58,0.1689,Consumer,Madurai,Delhi
O50758,2025-12-11,C1337,P2022,4.0,0.05,Accessories Product 23,Technology,Accessories,16308.47,12700.29,61972.19,11171.03,0.1803,Corporate,Hyderabad,Tamil Nadu
O50759,2025-12-07,C1268,P2039,2.0,0.1,Chairs Product 40,Furniture,Chairs,31822.56,23868.26,57280.61,9544.09,0.1666,Consumer,Pune,Tamil Nadu
O50760,2025-06-10,C1170,P2059,1.0,0.1,Chairs Product 60,Furniture,Chairs,38547.8,29927.33,34693.02,4765.69,0.1374,Corporate,Salem,Delhi
O50761,2025-06-27,C1468,P2072,3.0,0.1,Accessories Product 73,Technology,Accessories,59154.4,49684.38,159716.88,10663.74,0.0668,Consumer,Coimbatore,Tamil Nadu
O50762,2025-04-27,C1093,P2031,5.0,0.15,Phones Product 32,Technology,Phones,27150.59,16564.55,115390.01,32567.26,0.2822,Consumer,Madurai,Delhi
O50763,2025-07-15,C1148,P2014,5.0,0.1,Chairs Product 15,Furniture,Chairs,12221.58,8595.65,54997.11,12018.86,0.2185,Consumer,Chennai,Telangana
O50764,2025-11-23,C1111,P2012,1.0,0.15,Laptops Product 13,Technology,Laptops,16281.82,11596.34,13839.55,2243.21,0.1621,Consumer,Bengaluru,Karnataka
O50765,2025-03-27,C1054,P2004,4.0,0.1,Stationery Product 5,Office Supplies,Stationery,22154.95,19379.22,79757.82,2240.94,0.0281,Corporate,Bengaluru,Delhi
O50766,2025-10-16,C1336,P2074,3.0,0.1,Paper Product 75,Office Supplies,Paper,63885.75,44320.26,172491.52,39530.74,0.2292,Home Office,Madurai,Karnataka
O50767,2025-03-22,C1423,P2073,1.0,0.15,Tables Product 74,Furniture,Tables,74076.28,51453.16,62964.84,11511.68,0.1828,Consumer,Delhi,Telangana
O50768,2025-06-01,C1466,P2051,4.0,0.0,Chairs Product 52,Furniture,Chairs,34641.74,21896.2,138566.96,50982.16,0.3679,Consumer,Chennai,Kerala
O50769,2025-03-02,C1115,P2076,5.0,0.0,Phones Product 77,Technology,Phones,31874.96,24846.67,159374.8,35141.45,0.2205,Home Office,Salem,Delhi
O50770,2025-03-02,C1142,P2040,2.0,0.1,Tables Product 41,Furniture,Tables,52504.24,46067.43,94507.63,2372.77,0.0251,Consumer,Mumbai,Kerala
O50771,2025-12-20,C1200,P2052,3.0,0.25,Chairs Product 53,Furniture,Chairs,20426.46,13656.17,45959.54,4991.03,0.1086,Corporate,Mumbai,Maharashtra
O50772,2025-01-28,C1179,P2049,3.0,0.15,Accessories Product 50,Technology,Accessories,36467.03,22897.52,92990.93,24298.37,0.2613,Consumer,Chennai,Tamil Nadu
O50773,2025-02-12,C1201,P2014,4.0,0.0,Chairs Product 15,Furniture,Chairs,12221.58,8595.65,48886.32,14503.72,0.2967,Consumer,Kochi,Karnataka
O50774,2025-06-18,C1363,P2006,1.0,0.2,Laptops Product 7,Technology,Laptops,57279.45,42140.92,45823.56,3682.64,0.0804,Consumer,Hyderabad,Tamil Nadu
O50775,2025-03-27,C1478,P2039,5.0,0.15,Chairs Product 40,Furniture,Chairs,31822.56,23868.26,135245.88,15904.58,0.1176,Home Office,Madurai,Maharashtra
O50776,2025-06-26,C1052,P2027,4.0,0.15,Storage Product 28,Furniture,Storage,6685.15,5650.89,22729.51,125.95,0.0055,Home Office,Mumbai,Delhi
O50777,2025-01-17,C1470,P2031,2.0,0.2,Phones Product 32,Technology,Phones,27150.59,16564.55,43440.94,10311.84,0.2374,Consumer,Salem,Delhi
O50778,2025-04-08,C1383,P2014,3.0,0.1,Chairs Product 15,Furniture,Chairs,12221.58,8595.65,21998.84,4807.54,0.2185,Home Office,Kochi,Kerala
O50779,2025-07-17,C1179,P2069,2.0,0.05,Binders Product 70,Office Supplies,Binders,31690.99,24240.66,60212.88,11731.56,0.1948,Consumer,Chennai,Tamil Nadu
O50780,2025-04-08,C1413,P2064,4.0,0.1,Accessories Product 65,Technology,Accessories,53906.39,37542.43,194063.0,43893.28,0.2262,Consumer,Mumbai,Karnataka
O50781,2025-03-06,C1416,P2003,5.0,0.15,Chairs Product 4,Furniture,Chairs,72789.1,60628.14,309353.68,6212.98,0.0201,Consumer,Mumbai,Delhi
O50782,2025-11-26,C1312,P2010,3.0,0.15,Phones Product 11,Technology,Phones,49447.03,40193.38,126089.93,5509.79,0.0437,Consumer,Chennai,Kerala
O50783,2025-12-07,C1307,P2025,1.0,0.15,Storage Product 26,Furniture,Storage,43441.32,34057.56,36925.12,2867.56,0.0777,Consumer,Pune,Karnataka
O50784,2025-01-05,C1136,P2060,3.0,0.25,Laptops Product 61,Technology,Laptops,51237.86,42856.01,115285.19,-13282.84,-0.1152,Consumer,Kochi,Tamil Nadu
O50785,2025-01-02,C1181,P2036,5.0,0.25,Tables Product 37,Furniture,Tables,76874.21,52831.76,288278.29,24119.49,0.0837,Consumer,Salem,Tamil Nadu
O50786,2025-01-22,C1366,P2022,3.0,0.2,Accessories Product 23,Technology,Accessories,16308.47,12700.29,39140.33,1039.46,0.0266,Home Office,Kochi,Karnataka
O50787,2025-04-22,C1000,P2039,4.0,0.2,Chairs Product 40,Furniture,Chairs,31822.56,23868.26,101832.19,6359.15,0.0624,Consumer,Salem,Maharashtra
O50788,2025-02-26,C1043,P2076,2.0,0.25,Phones Product 77,Technology,Phones,31874.96,24846.67,47812.44,-1880.9,-0.0393,Home Office,Madurai,Maharashtra
O50789,2025-03-07,C1226,P2022,5.0,0.0,Accessories Product 23,Technology,Accessories,16308.47,12700.29,81542.35,18040.9,0.2212,Home Office,Hyderabad,Kerala
O50790,2025-11-26,C1330,P2015,5.0,0.05,Tables Product 16,Furniture,Tables,38551.13,28836.5,183117.87,38935.37,0.2126,Consumer,Bengaluru,Maharashtra
O50791,2025-04-08,C1097,P2060,3.0,0.1,Laptops Product 61,Technology,Laptops,51237.86,42856.01,138342.22,9774.19,0.0707,Consumer,Kochi,Delhi
O50792,2025-05-24,C1207,P2067,4.0,0.2,Storage Product 68,Furniture,Storage,45777.6,25636.72,146488.32,43941.44,0.3,Corporate,Salem,Karnataka
O50793,2025-05-05,C1264,P2079,3.0,0.1,Tables Product 80,Furniture,Tables,60819.74,43495.05,164213.3,33728.15,0.2054,Home Office,Kochi,Maharashtra
O50794,2025-06-16,C1287,P2030,3.0,0.15,Chairs Product 31,Furniture,Chairs,38498.53,28996.9,98171.25,11180.55,0.1139,Consumer,Bengaluru,Tamil Nadu
O50795,2025-03-27,C1270,P2052,5.0,0.05,Chairs Product 53,Furniture,Chairs,20426.46,13656.17,97025.68,28744.83,0.2963,Corporate,Hyderabad,Delhi
O50796,2025-03-17,C1139,P2024,3.0,0.05,Storage Product 25,Furniture,Storage,71728.84,53529.53,204427.19,43838.6,0.2144,Home Office,Coimbatore,Kerala
O50797,2025-12-10,C1480,P2043,2.0,0.15,Tables Product 44,Furniture,Tables,14620.74,9187.52,24855.26,6480.22,0.2607,Corporate,Bengaluru,Kerala
O50798,2025-10-21,C1236,P2011,3.0,0.05,Tables Product 12,Furniture,Tables,47986.68,36009.74,136762.04,28732.82,0.2101,Consumer,Salem,Maharashtra
O50799,2025-02-28,C1461,P2008,2.0,0.1,Paper Product 9,Office Supplies,Paper,12546.55,8779.06,22583.79,5025.67,0.2225,Corporate,Bengaluru,Kerala
O50800,2025-05-18,C1440,P2011,5.0,0.05,Tables Product 12,Furniture,Tables,47986.68,36009.74,227936.73,47888.03,0.2101,Consumer,Chennai,Tamil Nadu
O50801,2025-04-09,C1391,P2068,4.0,0.1,Binders Product 69,Office Supplies,Binders,73518.62,55006.72,264667.03,44640.15,0.1687,Consumer,Salem,Delhi
O50802,2025-07-11,C1071,P2053,2.0,0.15,Accessories Product 54,Technology,Accessories,58991.24,45367.54,100285.11,9550.03,0.0952,Consumer,Kochi,Karnataka
O50803,2025-08-31,C1154,P2053,4.0,0.1,Accessories Product 54,Technology,Accessories,58991.24,45367.54,212368.46,30898.3,0.1455,Home Office,Bengaluru,Tamil Nadu
O50804,2025-11-15,C1189,P2027,4.0,0.15,Storage Product 28,Furniture,Storage,6685.15,5650.89,22729.51,125.95,0.0055,Consumer,Bengaluru,Tamil Nadu
O50805,2025-02-18,C1267,P2055,2.0,0.0,Binders Product 56,Office Supplies,Binders,16705.54,9805.04,33411.08,13801.0,0.4131,Corporate,Coimbatore,Kerala
O50806,2025-02-01,C1320,P2068,5.0,0.2,Binders Product 69,Office Supplies,Binders,73518.62,55006.72,294074.48,19040.88,0.0647,Consumer,Kochi,Telangana
O50807,2025-10-04,C1106,P2076,1.0,0.1,Phones Product 77,Technology,Phones,31874.96,24846.67,28687.46,3840.79,0.1339,Consumer,Kochi,Tamil Nadu
O50808,2025-01-20,C1231,P2057,4.0,0.15,Laptops Product 58,Technology,Laptops,10032.16,7014.74,34109.34,6050.38,0.1774,Consumer,Hyderabad,Telangana
O50809,2025-06-03,C1041,P2077,4.0,0.15,Laptops Product 78,Technology,Laptops,47839.89,34926.79,162655.63,22948.47,0.1411,Consumer,Bengaluru,Tamil Nadu
O50810,2025-03-09,C1189,P2074,5.0,0.05,Paper Product 75,Office Supplies,Paper,63885.75,44320.26,303457.31,81856.01,0.2697,Consumer,Bengaluru,Tamil Nadu
O50811,2025-08-02,C1370,P2041,5.0,0.2,Laptops Product 42,Technology,Laptops,17089.78,12912.68,68359.12,3795.72,0.0555,Consumer,Salem,Tamil Nadu
O50812,2025-05-23,C1138,P2037,3.0,0.15,Paper Product 38,Office Supplies,Paper,27871.02,18741.67,71071.1,14846.09,0.2089,Consumer,Delhi,Kerala
O50813,2025-08-20,C1102,P2067,5.0,0.1,Storage Product 68,Furniture,Storage,45777.6,25636.72,205999.2,77815.6,0.3777,Consumer,Delhi,Tamil Nadu
O50814,2025-08-01,C1170,P2052,4.0,0.05,Chairs Product 53,Furniture,Chairs,20426.46,13656.17,77620.55,22995.87,0.2963,Corporate,Salem,Delhi
O50815,2025-03-20,C1350,P2032,2.0,0.25,Stationery Product 33,Office Supplies,Stationery,3779.83,2280.57,5669.74,1108.6,0.1955,Consumer,Chennai,Maharashtra
O50816,2025-08-02,C1272,P2070,1.0,0.2,Phones Product 71,Technology,Phones,79953.27,45246.36,63962.62,18716.26,0.2926,Home Office,Kochi,Kerala
O50817,2025-04-26,C1480,P2055,3.0,0.05,Binders Product 56,Office Supplies,Binders,16705.54,9805.04,47610.79,18195.67,0.3822,Corporate,Bengaluru,Kerala
O50818,2025-04-02,C1415,P2071,2.0,0.1,Paper Product 72,Office Supplies,Paper,79468.95,63440.16,143044.11,16163.79,0.113,Consumer,Hyderabad,Telangana
O50819,2025-09-27,C1220,P2050,1.0,0.2,Phones Product 51,Technology,Phones,26671.88,18619.55,21337.5,2717.95,0.1274,Corporate,Mumbai,Telangana
O50820,2025-06-17,C1212,P2073,1.0,0.15,Tables Product 74,Furniture,Tables,74076.28,51453.16,62964.84,11511.68,0.1828,Corporate,Salem,Karnataka
O50821,2025-02-27,C1340,P2042,1.0,0.2,Storage Product 43,Furniture,Storage,19092.63,15390.19,15274.1,-116.09,-0.0076,Consumer,Chennai,Karnataka
O50822,2025-10-11,C1423,P2014,2.0,0.1,Chairs Product 15,Furniture,Chairs,12221.58,8595.65,21998.84,4807.54,0.2185,Consumer,Delhi,Telangana
O50823,2025-01-26,C1406,P2037,3.0,0.15,Paper Product 38,Office Supplies,Paper,27871.02,18741.67,71071.1,14846.09,0.2089,Consumer,Salem,Telangana
